2015-11-04,75,YOGURT DREAM,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21271&InspNbr=6,21271,6
2015-11-12,82,HAMPTON INN    The Pantry,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18188&InspNbr=13,18188,13
2015-11-17,76,WAFFLE HOUSE 208,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18726&InspNbr=55,18726,55
2015-11-17,77,WENDYS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=14390&InspNbr=58,14390,58
2015-12-03,76,SUSHI VILLAGE,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=20133&InspNbr=22,20133,22
2015-12-07,79,LOGANS ROADHOUSE,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=9560&InspNbr=72,9560,72
2015-12-09,74,CARNATION BUFFET,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=19533&InspNbr=28,19533,28
2015-12-11,80,DARMOND CATERING @ Chefs Workshop,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21570&InspNbr=3,21570,3
2015-12-14,82,WINGS PLUS #3,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=17086&InspNbr=35,17086,35
2015-12-15,84,ALEXANDERS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=20976&InspNbr=10,20976,10
2015-12-22,80,BESSEMER FOOD MART,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=20541&InspNbr=15,20541,15
2015-12-30,77,MCDONALDS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=20824&InspNbr=13,20824,13
2015-12-31,77,COMFORT INN,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18984&InspNbr=17,18984,17
2015-12-31,81,LITTLE CAESARS #11,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=16180&InspNbr=45,16180,45
2016-01-04,63,LOGANS ROADHOUSE,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=9560&InspNbr=76,9560,76
2016-01-13,84,PARADISE BIRYANI POINTE,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21661&InspNbr=3,21661,3
2016-01-19,81,CAFE CASTILLO,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=19032&InspNbr=15,19032,15
2016-01-20,83,CHUYS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18891&InspNbr=21,18891,21
2016-01-21,81,JIM N NICKS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=5404&InspNbr=42,5404,42
2016-01-22,76,MCDONALDS #8245,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21196&InspNbr=5,21196,5
2016-01-20,82,MI PUEBLO SUPERMARKET-DELI/BAKERY,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=20986&InspNbr=10,20986,10
2016-01-28,81,SOUTHERN LEGACY BBQ,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=19525&InspNbr=23,19525,23
2016-02-01,82,THE GREAT WALL CHINESE RESTAURANT,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=20798&InspNbr=17,20798,17
2016-02-01,83,STIX RESTAURANT,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=17645&InspNbr=39,17645,39
2016-02-02,83,SALVATORES PIZZA & PASTA,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=19479&InspNbr=20,19479,20
2016-02-01,84,GRANTS MILL GOURMET,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21149&InspNbr=8,21149,8
2016-02-08,79,WINGS R KING,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=19216&InspNbr=29,19216,29
2016-02-11,82,"MAKI FRESH, LLC",http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18014&InspNbr=61,18014,61
2016-02-16,81,FOOD SMART MM & SEAFOOD,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=6664&InspNbr=41,6664,41
2016-02-18,61,BARGAIN BUTCHER,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21168&InspNbr=7,21168,7
2016-02-24,73,CARNATION BUFFET,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=19533&InspNbr=30,19533,30
2016-02-22,84,BARGAIN BUTCHER,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21168&InspNbr=8,21168,8
2016-02-23,80,FULTONDALE CHEVRON,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=16669&InspNbr=41,16669,41
2016-02-25,80,PIZZA HUT #1107,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=8646&InspNbr=40,8646,40
2016-02-29,84,UAB Hospital NORTH PAVILION FOOD COURT,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21337&InspNbr=7,21337,7
